is_goal,distance_to_goal,angle_to_goal,shot_body_part,play_pattern,under_pressure,shot_statsbomb_xg
0,23.104977818643324,19.561250514711205,Right Foot,Regular Play,0,0.05113006
0,18.804786624686805,23.213745201307137,Right Foot,From Throw In,0,0.06614002
0,19.706344156134087,22.941436870121827,Left Foot,From Throw In,0,0.047906045
0,11.597413504743205,21.047230411166254,Left Foot,From Throw In,0,0.21508263
0,10.653168542738824,36.44725012944529,Head,From Free Kick,0,0.07710243
0,21.384573879317774,11.97500295143801,Right Foot,From Free Kick,0,0.013327111
0,18.26608879864543,22.81107185993022,Right Foot,Regular Play,0,0.06444196
0,12.839003076563223,34.527470004012514,Right Foot,Regular Play,0,0.15860753
0,10.791200118615166,22.88463472681544,Head,Regular Play,1,0.06737846
0,17.0,26.481039830374385,Right Foot,From Free Kick,0,0.10696415
0,19.662146373170955,16.361077455346347,Left Foot,Regular Play,0,0.06586899
0,18.811166896287954,17.233244675005135,Left Foot,From Throw In,0,0.029970925
0,13.507405376311175,19.578558351310846,Head,From Corner,0,0.034016185
0,13.396268137059666,20.156281466234898,Right Foot,From Throw In,1,0.0360808
0,12.306908628896213,27.72715272715443,Right Foot,Regular Play,0,0.32657883
0,24.48060456769808,12.900603485051855,Left Foot,Regular Play,0,0.02483029
0,8.549268974596597,47.54448534145601,Head,Regular Play,0,0.11167552
0,9.774456506629921,13.02512628400871,Right Foot,Regular Play,0,0.0550312
0,11.416216536138405,37.078602668915615,Right Foot,From Free Kick,0,0.06845111
0,9.124143795447324,38.13652588621883,Right Foot,From Free Kick,0,0.28772855
0,17.18138527593163,11.656793164822675,Left Foot,From Throw In,0,0.013784891
1,8.041144197189855,52.4060054716004,Left Foot,From Throw In,0,0.4777511
0,4.539823785126467,82.70267192572067,Head,From Corner,1,0.18550046
1,10.456098698845572,11.152828678998429,Right Foot,From Free Kick,0,0.02668418
0,13.138112497615472,33.78957586657293,Head,From Throw In,1,0.031593546
0,33.91577803913688,13.408431027159914,Right Foot,From Throw In,0,0.017847534
0,19.720547659738056,22.910543709942438,Right Foot,From Free Kick,0,0.088851534
0,9.099999999999998,22.7385059563729,Right Foot,From Free Kick,0,0.07610536
0,29.912539176739916,14.006170489881901,Right Foot,From Goal Kick,0,0.023819994
0,15.9699718221417,11.354176310409951,Left Foot,Regular Play,0,0.014059674
0,26.977953962448666,16.64436026421669,Right Foot,From Throw In,0,0.033114884
0,11.67261752992875,19.42258674150821,Head,From Corner,0,0.04366076
0,8.850988645343527,31.096029239189072,Right Foot,From Corner,0,0.124032564
0,22.498444390668432,18.330388193991684,Left Foot,From Corner,0,0.02765422
0,32.34439673266453,10.815372765360186,Right Foot,From Corner,0,0.008709067
0,12.666885963013952,25.467963888892477,Right Foot,From Corner,0,0.046073906
0,13.18483977907961,14.220583399896643,Right Foot,From Corner,0,0.06712157
0,9.381364506296512,41.629588210059524,Right Foot,From Throw In,0,0.4656446
0,20.220039564748635,22.359959578391766,Left Foot,From Corner,0,0.059586592
0,10.893117092916981,31.617465754850965,Head,From Kick Off,1,0.11338296
0,10.187246929372039,25.781738710359928,Right Foot,From Corner,0,0.07208876
0,29.31433096626972,14.773489250236608,Right Foot,From Corner,0,0.020917216
0,20.503902067655318,22.07398325393713,Right Foot,From Corner,0,0.041405495
0,16.497575579460147,26.692843591902065,Right Foot,From Corner,0,0.059058707
0,5.830951894845301,53.13010235415599,Head,From Throw In,0,0.25651878
0,21.044714300745447,21.296090162251428,Left Foot,From Keeper,0,0.08509644
0,3.9698866482558377,90.66107581158552,Head,From Corner,1,0.27134958
0,4.2953463189829035,80.34422063346287,Head,From Corner,0,0.5683119
0,23.577319610167734,14.537290952823547,Right Foot,Regular Play,0,0.02872357
0,6.449806198638836,60.255118703057796,Head,From Throw In,1,0.14539434
0,26.852187992787478,15.837146517513485,Right Foot,Regular Play,0,0.028684001
0,12.89961239727768,30.784146526326435,Head,From Corner,1,0.022084296
0,9.808159868191387,43.15714220409345,Head,From Corner,1,0.056964528
0,6.000833275470998,65.54525413034125,Head,From Corner,1,0.1766503
0,8.68331733843696,42.48422875485537,Head,From Free Kick,1,0.098180205
0,19.94843352245985,13.543155943767905,Left Foot,From Throw In,0,0.025630916
0,22.945587811167538,8.818678920741048,Right Foot,From Throw In,0,0.0069717234
0,32.61931942882929,12.022828725746848,Left Foot,Regular Play,1,0.008207667
0,30.00416637735499,13.286017249045146,Right Foot,From Corner,0,0.02413981
0,10.999999999999995,26.695863231782706,Right Foot,Other,0,0.10166888
0,15.761345120261783,22.611112262606163,Right Foot,From Throw In,0,0.0609232
0,14.173919711921608,29.918110639137694,Head,From Free Kick,0,0.06434309
0,26.90074348414928,11.066049174298204,Right Foot,From Free Kick,0,0.009746956
0,31.132780152116194,12.76724070445366,Right Foot,From Throw In,0,0.014301864
0,6.912307863514186,59.33585537084842,Head,From Corner,1,0.12449861
0,18.531055015837598,14.521092908614458,Left Foot,Regular Play,1,0.04959144
0,30.372685096974877,14.402986089055705,Right Foot,Regular Play,0,0.02170277
0,24.424782496472712,14.004426417054892,Left Foot,From Goal Kick,1,0.0400392
0,14.000357138301863,16.112569546964934,Right Foot,Regular Play,1,0.07323868
0,26.20934947685654,17.348918875332792,Right Foot,From Throw In,0,0.025409508
0,27.54087870784082,16.50436138175504,Right Foot,From Free Kick,0,0.019990891
0,15.947727110782903,16.45654743274847,Left Foot,From Goal Kick,1,0.039485876
0,7.2367119605522445,57.36787774265262,Head,From Corner,0,0.14633009
0,27.684833393033085,14.694508725449008,Right Foot,From Free Kick,0,0.029332913
0,32.940097146183405,11.175366600511971,Left Foot,From Goal Kick,0,0.009041326
1,14.447491131680959,27.982299995700025,Right Foot,Regular Play,0,0.23054633
1,11.039021695784461,29.54397135249758,Head,From Corner,0,0.038498666
0,8.429116205154614,50.67578827025046,Right Foot,From Free Kick,0,0.16305494
0,15.041608956491327,16.73049056586887,Left Foot,Regular Play,0,0.030363984
0,14.120906486483086,26.03780428541065,Right Foot,Regular Play,1,0.05329144
0,34.9665554494577,11.43169255368998,Right Foot,From Throw In,0,0.006098259
0,18.278949641595936,23.632779015648463,Left Foot,Regular Play,0,0.21404111
0,6.818357573492311,60.73033137304372,Other,From Throw In,0,0.3277431
0,18.46212338816963,17.367581370154184,Right Foot,From Throw In,0,0.067961
1,9.9849887330933,43.417646077381384,Head,From Free Kick,1,0.072239615
0,12.955693729013516,34.200734718097785,Head,From Free Kick,1,0.052429575
1,13.301503674397118,31.2357586904665,Right Foot,From Throw In,0,0.11607656
0,27.41477703721115,14.978530504394199,Left Foot,From Free Kick,0,0.023370314
0,9.513148795220223,45.571035373114775,Head,Regular Play,1,0.06740542
0,22.970633426181358,19.70027567687059,Left Foot,From Counter,0,0.057101198
0,29.464045886469833,14.879008751542367,Right Foot,From Kick Off,0,0.017552001
0,14.284257068535279,23.458443524171535,Right Foot,From Keeper,0,0.0798905
0,9.044335243676004,46.27681191968908,Right Foot,Regular Play,0,0.12589528
0,14.484474446799922,29.668410498821373,Right Foot,From Corner,0,0.05664073
0,11.014535850411486,36.09976383578261,Right Foot,Other,0,0.20472932
0,22.225210910135363,14.093769331642129,Left Foot,From Throw In,1,0.033730526
0,13.641847382227962,30.048662170584937,Left Foot,Regular Play,0,0.08619453
0,20.523644900455665,16.599827473559504,Left Foot,From Throw In,0,0.04071268
0,12.780062597655776,22.690244032548737,Right Foot,From Free Kick,0,0.04664896
0,22.398660674245686,19.835210075264712,Right Foot,From Goal Kick,0,0.04634635
0,20.181674856165927,13.673922541858195,Right Foot,Regular Play,0,0.033541974
0,15.799050604387588,28.11218950516788,Right Foot,From Throw In,0,0.08845105
0,10.678014796768176,35.99399356078443,Head,Regular Play,0,0.088843234
0,13.961733416735903,20.13413937056164,Right Foot,From Goal Kick,0,0.08121458
1,11.670903992407785,36.206076620212194,Left Foot,Regular Play,0,0.24992359
0,7.810889834071409,52.75412490380005,Left Foot,From Throw In,1,0.29588586
0,19.557607215607945,23.05693319676386,Right Foot,From Corner,0,0.048581414
0,8.860022573334673,46.73301312991531,Head,From Free Kick,1,0.120068476
0,25.57596527992639,15.552586779300468,Right Foot,Regular Play,0,0.03604073
0,22.386156436512277,19.68897961107413,Right Foot,From Throw In,0,0.0587075
0,23.4104677441524,15.384886011359693,Right Foot,Regular Play,0,0.022910038
0,16.377118183612154,27.052743911484203,Right Foot,From Goal Kick,0,0.0897183
0,17.00646935727696,26.32801523958547,Left Foot,Regular Play,0,0.04574546
0,12.491997438360285,33.98174234684986,Head,From Free Kick,0,0.07200206
0,8.276472678623424,48.81407483429035,Head,From Free Kick,1,0.08894938
0,23.40534127074417,19.39234458679013,Right Foot,Regular Play,0,0.061057936
0,8.668333173107731,48.309738545189084,Head,From Goal Kick,1,0.111036494
0,26.911893281595777,13.955317279491076,Right Foot,From Goal Kick,0,0.025805552
0,20.028230076569425,6.752473688960154,Right Foot,From Corner,0,0.009170555
0,9.716995420396168,42.23730195918064,Head,From Keeper,1,0.06675813
0,11.225417586887355,20.348576970214697,Right Foot,From Corner,0,0.05117428
0,9.920181449953427,37.48449831479191,Right Foot,Regular Play,0,0.21638125
0,25.701750913118744,17.690986992661827,Right Foot,From Corner,0,0.023129713
0,30.536044275577026,14.628254333342687,Left Foot,From Free Kick,0,0.02201561
0,15.845504094221802,28.266443785949726,Head,From Free Kick,1,0.022230485
0,27.26242835845699,16.426216232988295,Right Foot,From Throw In,0,0.02857021
0,6.103277807866851,62.02052561151985,Head,From Corner,1,0.14148508
0,11.49782588144385,26.99731566054275,Right Foot,From Free Kick,0,0.087867536
0,20.902870616257474,16.61441440938689,Right Foot,From Free Kick,0,0.029704679
0,16.954645381133748,25.93177744112277,Head,From Corner,0,0.028123023
0,20.817300497422806,21.54722693091546,Right Foot,Regular Play,0,0.0625126
0,22.772790781983655,19.785150107247045,Right Foot,Regular Play,0,0.029247057
0,9.752948272189293,43.54489912636311,Head,From Free Kick,1,0.07814184
0,18.741664813991314,17.23473974758415,Left Foot,From Counter,0,0.038312852
0,19.276929216034382,21.823630070660727,Head,From Corner,0,0.021188514
1,17.321951391226108,21.098986435263534,Right Foot,Regular Play,0,0.068805926
0,17.867568385205637,15.20154809631261,Right Foot,From Throw In,0,0.04824855
0,24.412496799794983,13.869456526889035,Left Foot,From Corner,0,0.020722246
0,14.313629868066313,31.024386963953628,Right Foot,From Free Kick,0,0.19349767
0,22.703523955544878,16.421520872350328,Right Foot,Regular Play,0,0.02377054
0,25.566579747787934,16.3610774553463,Left Foot,From Throw In,0,0.037832856
0,19.722322378462437,21.537653077706132,Left Foot,Regular Play,0,0.089517
0,22.517770760001984,20.04865855498019,Right Foot,Regular Play,1,0.049762752
1,11.1610931364271,38.77033213512761,Right Foot,From Throw In,0,0.43442267
0,17.8,23.048556123007856,Right Foot,Regular Play,1,0.03387043
0,24.917664417035557,17.610119269667425,Left Foot,From Free Kick,0,0.07608311
1,12.986531484580473,30.63420350519938,Head,From Free Kick,0,0.047416847
0,20.34821859524809,17.197759332541636,Left Foot,From Free Kick,0,0.032538008
0,14.44506836259351,15.104530210949852,Right Foot,From Free Kick,0,0.047394842
0,22.896506283710618,19.741971341606178,Left Foot,From Free Kick,0,0.08017064
1,8.200609733428365,52.001267557495325,Left Foot,From Free Kick,1,0.21959315
0,23.11060362690685,16.269122141017267,Left Foot,From Free Kick,1,0.035418287
0,14.743473132203277,19.876117276343688,Left Foot,From Free Kick,0,0.05290734
0,12.044085685513865,33.05849584040733,Right Foot,From Free Kick,0,0.2245604
0,26.078343505675353,17.265554323152738,Left Foot,From Corner,0,0.032085553
0,11.486513831445988,27.36197410368114,Head,From Corner,1,0.04452438
0,22.44370735863396,20.17454018004662,Left Foot,From Keeper,1,0.08241133
0,23.454637068179085,19.314698194043952,Left Foot,From Throw In,1,0.04201436
0,24.62376900476448,17.170088494318264,Right Foot,From Corner,0,0.038940463
0,22.852789764052883,17.867783586585947,Right Foot,Regular Play,0,0.06331741
0,13.200378782444085,27.95961679471202,Right Foot,From Throw In,0,0.15352516
0,12.041594578792292,36.19602941020536,Head,From Free Kick,0,0.14610097
1,10.640488710580914,33.68462710634908,Head,Regular Play,0,0.0895267
0,8.077747210701762,48.260333667381154,Head,Regular Play,0,0.18187125
0,8.471717653463205,50.310355992013214,Head,From Corner,1,0.069567084
0,17.373830895919298,22.499495840433106,Right Foot,From Goal Kick,0,0.044056788
0,31.80251562376787,12.506865112593657,Right Foot,Regular Play,0,0.011488004
0,15.666843970627903,26.50009000365125,Right Foot,Regular Play,0,0.16202919
0,17.55477143115227,20.42462324505339,Right Foot,From Throw In,0,0.06251996
0,16.867127793433003,20.726567869417327,Right Foot,From Free Kick,0,0.14103858
0,22.871160880025307,18.73643688081694,Left Foot,Regular Play,1,0.080942705
0,20.988091861815356,21.1233845756005,Left Foot,From Throw In,0,0.078109905
0,18.260887163552592,15.627383739121068,Right Foot,From Throw In,0,0.050267275
0,24.475497952033578,17.371648425396405,Right Foot,From Throw In,1,0.042256437
0,23.325951213187427,16.297276678658175,Right Foot,From Corner,0,0.029866349
0,29.00275848949544,15.703731321702074,Left Foot,From Corner,0,0.02438984
0,12.343824366864585,33.07095228337219,Head,Regular Play,0,0.099276
1,6.008327554319923,66.21261983080788,Right Foot,Regular Play,0,0.4798206
0,14.480676779764126,19.974555586662053,Left Foot,Regular Play,0,0.082946144
0,8.91852005660132,18.775123330141675,Right Foot,From Counter,0,0.1066145
0,15.476756766196209,26.119382866358645,Right Foot,Regular Play,0,0.05438086
0,6.9202601107183845,54.0664244167109,Right Foot,From Corner,1,0.41498688
0,23.02433495239331,16.797755108334073,Right Foot,From Throw In,0,0.037713535
0,13.612494260788507,30.968733148018007,Right Foot,From Throw In,0,0.110909514
0,4.981967482832466,74.21481048751923,Left Foot,From Free Kick,0,0.18427365
1,11.011357772772623,39.12151524218463,Right Foot,From Kick Off,0,0.4749194
0,17.658992043715294,24.943905263424558,Left Foot,From Free Kick,0,0.14038351
0,6.648308055437863,53.7073702715204,Right Foot,From Counter,0,0.36338806
0,26.38787600395302,16.753623300896482,Left Foot,From Throw In,0,0.037811525
0,17.93878479719293,21.943406170884916,Right Foot,From Free Kick,0,0.060394496
1,7.305477397131557,55.90228443469611,Left Foot,Regular Play,0,0.31018513
0,16.160445538412606,17.39393753907363,Left Foot,From Counter,0,0.11890341
0,13.4892549831338,32.073604250342136,Head,From Counter,0,0.066507556
1,5.769748694700666,67.43100809476205,Left Foot,From Throw In,0,0.510154
0,18.92141643746578,23.84923483482986,Right Foot,Regular Play,0,0.046867393
0,7.596051605933173,21.94340617088493,Head,Regular Play,0,0.13407986
0,12.503599481749246,35.47197076511746,Left Foot,Regular Play,0,0.085460834
0,31.485393438863042,13.068432007549195,Left Foot,Regular Play,0,0.015573137
0,30.87555667514353,14.316370535978498,Left Foot,From Free Kick,0,0.01353695
0,31.862831010442246,13.071144414549483,Left Foot,Regular Play,0,0.014244432
0,21.904565734111234,18.14502558780045,Left Foot,Regular Play,0,0.051288527
0,23.084626919229176,17.118305881470338,Left Foot,Regular Play,0,0.03132781
0,20.706762180505187,19.823793010154006,Right Foot,From Kick Off,0,0.09737273
0,18.890473789717404,20.46480410877128,Right Foot,From Kick Off,0,0.051375452
0,24.824383174612816,18.29021577582456,Right Foot,From Throw In,1,0.042255066
0,12.649505919204913,34.56066588556976,Head,From Throw In,0,0.08747226
0,15.0,29.862834356275116,Left Foot,From Corner,0,0.07774679
0,17.90027932742951,23.947119654286574,Right Foot,From Corner,0,0.04122181
0,23.099134182908237,12.716914353002144,Right Foot,From Goal Kick,0,0.022210024
0,22.318154045529845,19.97165480976284,Right Foot,From Free Kick,0,0.08557594
0,19.070395905696344,23.39242497744232,Right Foot,From Free Kick,0,0.10029054
0,24.677520134729907,18.150989578289117,Right Foot,From Free Kick,0,0.027111016
1,18.94755920956576,22.088252448209232,Left Foot,Regular Play,0,0.120298475
0,12.237646832622683,35.6671303044444,Right Foot,Regular Play,0,0.09400092
0,29.35574901105403,14.631463237600991,Right Foot,Regular Play,0,0.024542088
0,22.249719099350443,19.154882218714828,Right Foot,Regular Play,0,0.062813334
0,17.741758650145147,24.347798449630424,Right Foot,Regular Play,0,0.106800534
0,30.540792393125628,12.640728631022306,Right Foot,Regular Play,0,0.010577817
1,11.386395390991831,29.99400358521179,Left Foot,From Counter,0,0.30340916
0,20.74078108461685,17.877888222857493,Right Foot,From Throw In,0,0.040216275
0,17.839843048636947,14.113824395699124,Left Foot,From Free Kick,0,0.05953379
0,11.920151005754917,33.16467487964453,Right Foot,Regular Play,0,0.11555985
0,8.527602242131133,42.950113062448374,Head,From Corner,1,0.09618377
0,21.27580785775243,17.776659960397232,Right Foot,Regular Play,0,0.050644457
0,22.495555116511344,19.006506784439082,Right Foot,From Goal Kick,0,0.041589838
1,18.139735389470268,21.227979762813707,Right Foot,From Throw In,0,0.1017027
0,28.100711734758605,16.03827592149965,Right Foot,From Throw In,0,0.030159522
0,25.330811277967385,17.12717955935441,Right Foot,From Counter,0,0.0324491
0,15.983116091676237,20.34651198421726,Left Foot,From Corner,0,0.09333491
0,23.817010727629103,19.054749931511047,Left Foot,Regular Play,0,0.0430315
0,27.160265094435285,13.585541138924238,Right Foot,From Free Kick,0,0.019259434
0,30.200165562460086,15.089697353172857,Right Foot,From Free Kick,0,0.023031652
0,12.390722335683261,33.08401098106791,Right Foot,Regular Play,0,0.23260574
0,25.496078129783022,16.648245008175287,Right Foot,Regular Play,0,0.020604363
0,16.256075787224916,25.64760801704688,Left Foot,From Counter,0,0.14029205
0,22.772790781983662,14.630154911772843,Left Foot,From Throw In,0,0.024784861
0,13.242356285797475,15.701973979369946,Right Foot,Regular Play,0,0.10407211
1,4.534313619501858,80.48303233452033,Right Foot,Regular Play,0,0.48840353
0,22.924222996647014,16.279893266654963,Right Foot,From Corner,0,0.03075741
0,17.07922714879101,25.313113298944206,Right Foot,From Free Kick,0,0.27751395
0,9.338094023943006,45.94956685643581,Head,Regular Play,0,0.10655013
1,11.377170122662315,38.303261765356964,Head,From Free Kick,0,0.1243582
1,4.512205669071396,82.93909975751524,Head,From Free Kick,0,0.4178385
0,26.128337107439503,13.819874375724373,Right Foot,From Kick Off,0,0.02730659
0,25.63298656028984,17.717425995416193,Right Foot,From Throw In,0,0.040524755
0,15.147607071745682,29.5072791026973,Right Foot,Regular Play,0,0.11308218
0,10.135580891098451,38.74671141316951,Head,From Counter,0,0.13429043
0,21.06395024680793,19.37455901319453,Left Foot,From Throw In,0,0.07012748
0,12.961867149450342,21.800109746557034,Left Foot,Regular Play,0,0.08611878
0,9.167878707749137,14.500847093555276,Head,From Corner,1,0.04761149
0,32.351352367404985,12.85555723152207,Left Foot,From Goal Kick,0,0.014617449
1,23.063824487712356,11.822824401400316,Right Foot,Regular Play,0,0.013095795
0,29.50423698386386,15.439348870432847,Right Foot,Regular Play,0,0.02019975
0,24.865236777477108,14.307213246296799,Right Foot,From Free Kick,0,0.028195048
0,35.154089378051026,12.032415398093887,Right Foot,From Corner,0,0.0065055056
0,9.413288479590973,46.0038622826623,Head,From Free Kick,1,0.072652236
0,29.264654448668956,15.482963279466615,Right Foot,Regular Play,0,0.03597725
0,9.441398201537734,26.206721480674066,Left Foot,Regular Play,0,0.16040824
0,14.516542288024379,21.727305937212382,Left Foot,Regular Play,0,0.23560598
0,9.749871794028879,42.639479606719696,Head,From Free Kick,1,0.057190012
0,31.173225691288355,14.27620269853334,Left Foot,From Free Kick,0,0.021768013
0,7.247068372797379,54.50044878395946,Head,From Free Kick,1,0.1132524
0,24.029981273400946,18.879547721742362,Left Foot,From Kick Off,0,0.036565553
0,6.935416353759886,59.82106807091832,Left Foot,From Kick Off,0,0.35328916
0,16.311039206623228,27.39754202937302,Right Foot,From Kick Off,0,0.06952749
0,8.430895563343196,48.565403542790435,Head,From Corner,0,0.08160872
0,25.00179993520467,16.255761595699934,Left Foot,Regular Play,0,0.030001678
0,4.808326112068517,79.04981026314668,Other,Regular Play,0,0.5168786
0,12.870508925446579,33.11192590211127,Left Foot,From Free Kick,0,0.09611784
1,16.38932579455299,21.59698537236271,Left Foot,From Free Kick,0,0.06969889
0,23.558013498595336,18.62035491499375,Left Foot,Regular Play,0,0.04476528
0,11.371895180663605,36.286265173247955,Head,From Free Kick,0,0.08628477
1,11.783462988442746,37.30394827798342,Head,Regular Play,0,0.06371751
0,15.360013020827815,24.10446232190926,Left Foot,From Free Kick,1,0.3934682
1,16.05241414865689,24.551033558930715,Left Foot,From Counter,0,0.15928414
0,20.354115063052973,20.88842849178713,Right Foot,From Throw In,0,0.0683221
1,6.4007812023221,60.86618769639807,Right Foot,Regular Play,0,0.72697556
0,19.35406933954717,22.209068795046566,Right Foot,From Throw In,0,0.056521177
1,12.856126943990555,34.44853562207788,Left Foot,From Free Kick,0,0.15381548
0,13.294359706281456,24.837496657909224,Right Foot,From Free Kick,0,0.07925899
0,3.9623225512317957,90.55090397921849,Right Foot,From Free Kick,0,0.6647709
0,15.088074761214562,25.46649742518791,Left Foot,Regular Play,0,0.061684445
0,19.80101007524616,16.35984212000774,Right Foot,Regular Play,0,0.03203667
0,18.08535318980528,24.59641495998807,Head,Regular Play,1,0.02594082
0,24.200206610688262,16.135180052631814,Right Foot,From Free Kick,0,0.030122569
0,18.420097719610506,19.98879810849196,Right Foot,From Free Kick,0,0.31681746
0,15.001333274079341,29.85809993088228,Head,From Throw In,1,0.03223471
0,18.225805880673693,19.89109746217951,Left Foot,From Free Kick,0,0.042810295
0,29.51694428629088,11.525563848276125,Right Foot,From Free Kick,0,0.011147299
0,9.033825324855464,44.64413016937813,Head,From Corner,1,0.06809473
1,18.13422179196008,22.0000622281806,Left Foot,From Free Kick,0,0.06663833
0,20.255616505058544,22.28630150644137,Left Foot,Regular Play,0,0.04517154
1,14.080127840328718,22.850517656923802,Right Foot,Regular Play,0,0.28060678
0,25.418890613085374,17.34470481448293,Left Foot,From Corner,0,0.032841697
0,22.588713996153032,15.212440838557708,Left Foot,Regular Play,0,0.05181273
0,27.892651361962702,12.891333751212418,Left Foot,Regular Play,0,0.013616442
0,11.601724009818545,32.37731616592869,Right Foot,From Free Kick,0,0.07721693
0,23.69155967850154,16.352841198358572,Left Foot,From Corner,1,0.033247408
0,16.97586522095413,18.977584958796236,Right Foot,From Free Kick,0,0.051439364
0,14.81114445274234,26.00223569462037,Right Foot,From Counter,0,0.24890411
0,13.640014662748722,27.148313595549933,Left Foot,From Throw In,0,0.37209997
0,19.646882704388506,18.416364399469575,Left Foot,Regular Play,0,0.055600196
0,19.260581507316964,20.28475101518397,Right Foot,Regular Play,0,0.046685893
0,17.799999999999997,25.330127530084752,Left Foot,Regular Play,1,0.032042325
0,14.88388390172404,24.484897877287,Left Foot,Regular Play,0,0.076142184
0,13.926952286842942,31.440503701011124,Left Foot,Regular Play,0,0.110446885
0,11.66061747936189,24.707869625653203,Right Foot,Regular Play,0,0.23394231
0,26.24347537960627,16.80732577470371,Left Foot,From Throw In,0,0.038979717
0,10.640488710580925,39.16788554537531,Right Foot,From Goal Kick,0,0.09599891
0,17.86001119820477,10.910073931084991,Right Foot,From Goal Kick,0,0.019605601
0,18.670297265978387,20.205217409478486,Right Foot,From Throw In,0,0.10059545
0,26.658769664033635,12.152928734181515,Left Foot,From Free Kick,0,0.010740947
0,14.778700890132399,22.344960420340275,Right Foot,From Throw In,0,0.09373255
0,22.355536227073593,15.789789287753996,Right Foot,Regular Play,0,0.035615563
0,17.808424972467385,24.933718713344216,Head,From Throw In,0,0.037495814
0,28.908476265621474,11.95768609565743,Right Foot,From Throw In,0,0.010397313
0,20.66034849657672,21.083754582380628,Right Foot,From Corner,0,0.049681988
0,13.88524396616783,25.20112364547505,Left Foot,Regular Play,0,0.17342122
0,18.172781845386243,18.048469256115343,Left Foot,From Throw In,0,0.046983063
1,16.63550420035413,23.68952362080743,Left Foot,From Counter,0,0.11353828
0,19.289893727027117,20.790198865459498,Left Foot,From Throw In,1,0.070518844
0,13.729530217745976,15.796131316110413,Head,From Corner,1,0.020115681
0,25.191466809219342,14.917350285826165,Right Foot,Regular Play,0,0.019515881
0,14.805404418657394,30.228378507832506,Left Foot,Regular Play,0,0.049264465
0,22.571885167172013,20.039392215705174,Right Foot,Regular Play,0,0.048889678
0,23.527430798963152,18.36009089404679,Right Foot,From Counter,0,0.035468098
0,20.46851240320117,12.75263231122903,Right Foot,Regular Play,0,0.03670106
0,6.928924880528005,30.95585911248015,Right Foot,From Counter,0,0.08217044
0,12.088010589009263,11.806968078163,Head,From Corner,0,0.017447446
0,39.30814165029937,0.23980357963513152,Right Foot,From Corner,0,0.00018
0,30.384206423732714,14.060017648932654,Right Foot,Regular Play,0,0.020173745
0,36.168079849502654,12.463717948559777,Right Foot,Regular Play,0,0.0075366697
0,17.341568556506072,22.441744372296235,Left Foot,Regular Play,1,0.119197816
0,12.812884140582872,19.06254084258512,Head,Regular Play,1,0.026318645
0,14.671059948074642,15.271663830958586,Right Foot,Regular Play,0,0.09814694
0,15.877657257920633,25.53677580331812,Left Foot,Regular Play,0,0.4224228
0,24.61320783644424,15.82703200888969,Right Foot,From Free Kick,0,0.06281959
0,9.078546139112808,39.72912240140273,Head,From Corner,0,0.06673048
0,11.494781424629178,16.136791255143187,Right Foot,From Corner,0,0.0399856
0,27.972307734614958,14.119762390140302,Right Foot,Regular Play,0,0.016877638
0,12.54830665866913,35.257010612007065,Left Foot,From Throw In,0,0.11246919
0,32.984845004941285,13.431028870681653,Left Foot,From Free Kick,0,0.021819543
0,24.920072231034965,11.218661552236744,Right Foot,From Free Kick,0,0.009459062
0,16.48059464946578,17.37890943255895,Right Foot,Regular Play,0,0.07986015
1,5.787054518492114,68.32217914749559,Right Foot,Regular Play,0,0.568145
0,16.063934760823706,19.811867549253392,Left Foot,Regular Play,0,0.14253756
0,8.336066218546975,50.80632335558339,Head,From Corner,1,0.098937765
0,26.723959287500797,15.620357912729226,Right Foot,From Corner,0,0.018288644
1,12.906200060436074,34.42656385192519,Right Foot,From Throw In,0,0.07569885
0,34.83001579098121,12.691578077272181,Right Foot,Regular Play,1,0.010592449
0,22.41985726984006,19.79950171548384,Right Foot,Regular Play,0,0.06218912
0,24.712952069714376,15.916635453325092,Right Foot,Regular Play,0,0.03669105
0,24.649746449000247,18.26015627325815,Left Foot,Regular Play,0,0.088970646
0,28.50701668010878,11.742868950899023,Right Foot,From Goal Kick,0,0.011090157
0,20.751144546747295,19.644631575774575,Right Foot,Regular Play,0,0.051727816
0,28.092169727523714,12.032443756343078,Left Foot,Regular Play,0,0.009657804
0,32.07319753314284,11.693597285882174,Right Foot,From Free Kick,1,0.008691933
0,29.124731758421394,15.627562336705731,Right Foot,From Free Kick,1,0.015131147
0,28.111385593741193,16.13580339740809,Right Foot,From Throw In,0,0.029703999
1,12.420144926690675,29.805539103161987,Head,From Throw In,0,0.04459479
0,10.907795377618704,35.84699629113625,Head,From Free Kick,0,0.03948435
0,9.98649087517733,28.573050006347124,Right Foot,From Corner,0,0.07543106
0,22.690967365892536,15.419805939425583,Right Foot,From Counter,0,0.031703874
0,13.682105101189654,26.778840406955098,Right Foot,From Throw In,0,0.21984866
0,15.111915828246259,29.632022902393093,Head,From Free Kick,1,0.040856346
0,20.173497465734588,15.550939602643595,Left Foot,Regular Play,0,0.035070673
0,34.9954282728473,12.248634981343473,Right Foot,From Corner,0,0.0052714557
0,10.547511554864494,37.085835490952356,Right Foot,From Throw In,0,0.23484555
0,12.701574705523724,34.95734361643909,Head,From Throw In,0,0.06400663
0,31.47586376892618,13.299086551090943,Right Foot,From Throw In,0,0.020219443
0,19.961963831246667,20.84050303053489,Right Foot,Regular Play,0,0.058604978
